#GO	IC	Frequency
GO:1903121	6.147469306307931	7.120831245801753e-07
GO:0045496	7.243356245858409	5.710100527293859e-08
GO:0050838	8.473805167236682	3.358882663114035e-09
GO:0046788	8.473805167236682	3.358882663114035e-09
GO:0048317	6.478169972639133	3.3252938364828944e-07
GO:1905054	8.69878852600695	2.000835913229501e-09
GO:0003957	4.620839527500923	2.3942002537704207e-05
GO:0019375	5.700018722255489	1.9951763018897364e-06
GO:0021842	6.955291227358795	1.1084312788276315e-07
GO:0000040	8.473805167236682	3.358882663114035e-09
GO:0019250	8.473805167236682	3.358882663114035e-09
GO:0043638	8.473805167236682	3.358882663114035e-09
GO:0036012	8.415803608070267	3.838808006505121e-09
GO:0045935	2.6903811480286994	0.0020399468489063835
GO:0140639	6.353231236030832	4.433725115310526e-07
GO:1903943	5.9768755191634675	1.054689156217807e-06
GO:0097298	6.383900055797285	4.1314256756302624e-07
GO:0015388	8.473805167236682	3.358882663114035e-09
GO:0044770	4.095062148423663	8.03411144190246e-05
GO:0047690	5.273906889375883	5.322223529190472e-06
GO:0097070	6.026647135894463	9.404871456719297e-07
GO:0106354	5.134950420984359	7.329081970914824e-06
GO:0019670	4.7442354409347125	1.8020405487606796e-05
GO:0005870	8.415803608070267	3.838808006505121e-09
GO:0002080	5.329443777395519	4.683345767936248e-06
GO:1901874	6.155741832273921	6.986475939277192e-07
GO:1900799	8.473805167236682	3.358882663114035e-09
GO:1901072	3.853169492441469	0.00014022663341968473
GO:0000147	6.063872043905388	8.632328444203069e-07
GO:1900633	8.473805167236682	3.358882663114035e-09
GO:0061176	6.466413601425354	3.416539125789558e-07
GO:1902972	8.473805167236682	3.358882663114035e-09
GO:0032654	7.99668391251702	1.0076647989342104e-08
GO:0004357	3.5834676405400523	0.0002609350139519989
GO:0010580	8.69878852600695	2.000835913229501e-09
GO:0018832	8.69878852600695	2.000835913229501e-09
GO:0050119	6.473479244281088	3.361404334225561e-07
GO:0044361	7.269685184580758	5.374212260982456e-08
GO:0047733	5.295324824661633	5.066116532297096e-06
GO:0051314	8.69878852600695	2.000835913229501e-09
GO:0046395	2.177804429147635	0.0066404203351445425
GO:0032101	2.8881403108991077	0.001293777783060927
GO:2000389	5.993798224279532	1.0143825642604385e-06
GO:0051471	8.473805167236682	3.358882663114035e-09
GO:0018169	5.952933330833222	1.114465603668832e-06
GO:0006370	3.17777653112996	0.0006640846913242758
GO:0071903	8.473805167236682	3.358882663114035e-09
GO:0014704	5.125768996707749	7.4856756126849864e-06
GO:0052686	8.69878852600695	2.000835913229501e-09
GO:0055011	6.592991574955891	2.5527508239666664e-07
GO:0050358	7.356365845184745	4.401839009104902e-08
GO:0070262	5.8148403245722475	1.5316504943799998e-06
GO:0075253	8.473805167236682	3.358882663114035e-09
GO:0019389	6.346700368871875	4.5009027685728064e-07
GO:0047586	8.69878852600695	2.000835913229501e-09
GO:0045185	4.210453198843117	6.159519027618517e-05
GO:0004098	6.657395840848725	2.200919504552451e-07
GO:2001093	8.473805167236682	3.358882663114035e-09
GO:1900241	7.1727751715727015	6.717765326228069e-08
GO:0009181	5.924801905210895	1.1890444627423684e-06
GO:0045769	6.894021570619873	1.2763754119833332e-07
GO:0072405	8.473805167236682	3.358882663114035e-09
GO:0033936	8.69878852600695	2.000835913229501e-09
GO:0008667	4.74585085825597	1.7953500649408313e-05
GO:1904078	8.473805167236682	3.358882663114035e-09
GO:0009873	4.196127204630429	6.36609031140003e-05
GO:0046062	7.131382486414476	7.389541858850876e-08
GO:0050438	8.69878852600695	2.000835913229501e-09
GO:0140650	6.137345433388153	7.288775378957456e-07
GO:0060204	8.415803608070267	3.838808006505121e-09
GO:0030763	8.69878852600695	2.000835913229501e-09
GO:1900163	6.674464617783101	2.1160960777618418e-07
GO:0097275	7.075865158564645	8.397206657785087e-08
GO:1900864	5.272408042916231	5.340623434351315e-06
GO:0035232	7.269685184580758	5.374212260982456e-08
GO:0030842	7.093593925525076	8.061318391473683e-08
GO:0036423	6.790303507128301	1.6206770897158956e-07
GO:0018504	7.9206372756233066	1.2005015479377005e-08
GO:0032798	5.377978857481925	4.1881395350970875e-06
GO:1901630	8.473805167236682	3.358882663114035e-09
GO:0035562	5.826422197122063	1.4913439024226314e-06
GO:0032323	8.473805167236682	3.358882663114035e-09
GO:0004341	5.117293983716051	7.633189008970546e-06
GO:0072255	7.628707127222426	2.3512178641798243e-08
GO:0070804	8.473805167236682	3.358882663114035e-09
GO:0032572	8.473805167236682	3.358882663114035e-09
GO:0018540	8.473805167236682	3.358882663114035e-09
GO:1905083	8.473805167236682	3.358882663114035e-09
GO:0031103	5.662900886567982	2.1731970830347803e-06
GO:0009486	4.237515158383164	5.787417879016331e-05
GO:0042628	6.634956076499427	2.317629037548684e-07
GO:0003409	7.5195626577973576	3.0229943968026315e-08
GO:0090095	7.87174517590872	1.343553065245614e-08
GO:0006204	5.92603046184886	1.1856855800792543e-06
GO:0060376	6.766234991138746	1.7130301581881578e-07
GO:1900170	7.628707127222426	2.3512178641798243e-08
GO:1904472	6.766234991138746	1.7130301581881578e-07
GO:0022885	5.3915064789736045	4.0596960679426576e-06
GO:0048223	8.415803608070267	3.838808006505121e-09
GO:0150170	8.415803608070267	3.838808006505121e-09
GO:1990009	6.143391393887492	7.188008899064034e-07
GO:0015523	8.473805167236682	3.358882663114035e-09
GO:0090192	6.075865158564645	8.397206657785087e-07
GO:0016160	3.8551447023789143	0.00013959031832236937
GO:0043028	5.3364945880427195	4.60792510816754e-06
GO:0072153	8.473805167236682	3.358882663114035e-09
GO:0031923	7.774835162900664	1.6794413315570172e-08
GO:1990163	8.473805167236682	3.358882663114035e-09
GO:0072721	6.840336711657096	1.444319545139035e-07
GO:1905012	8.1727751715727	6.71776532622807e-09
GO:0031756	8.69878852600695	2.000835913229501e-09
GO:0004167	6.389158358581052	4.0817052629881817e-07
GO:0140839	8.69878852600695	2.000835913229501e-09
GO:0034137	5.922355169263807	1.1957622280685964e-06
GO:1904431	6.380383482074447	4.165014502261403e-07
GO:0032002	6.529312882897785	2.955882165008943e-07
GO:0090054	6.46948379345404	3.392471489745175e-07
GO:0031924	8.69878852600695	2.000835913229501e-09
GO:0014866	5.946175266365344	1.1319434574694298e-06
GO:0031967	3.5940085018456913	0.00025467803957556927
GO:0019978	8.69878852600695	2.000835913229501e-09
GO:0031459	7.744546016567625	1.800752321906551e-08
GO:0051010	4.827507553148977	1.4876215014861338e-05
GO:0018164	8.473805167236682	3.358882663114035e-09
GO:1903571	8.473805167236682	3.358882663114035e-09
GO:0016474	8.415803608070267	3.838808006505121e-09
GO:0046436	3.8583917428294336	0.0001385505509707908
GO:0034013	7.443516020903645	3.601504643813102e-08
GO:0016856	4.134738247238923	7.332663454803475e-05
GO:0106005	3.769809169990422	0.0001698990028656341
GO:0008940	3.9635250566981983	0.00010876143857132921
GO:0046792	8.473805167236682	3.358882663114035e-09
GO:2000707	6.766234991138746	1.7130301581881578e-07
GO:0140584	8.69878852600695	2.000835913229501e-09
GO:0003973	4.856054507058681	1.3929819627903784e-05
GO:0045824	3.2852760244077492	0.0005184704101129561
GO:1905612	6.733442477742439	1.8473854647127192e-07
GO:0090024	6.067264986802727	8.565150790940788e-07
GO:1900657	8.473805167236682	3.358882663114035e-09
GO:0033831	5.963988696418103	1.086453900883619e-06
GO:0052825	8.69878852600695	2.000835913229501e-09
GO:0002666	5.876109981311171	1.3301175345931577e-06
GO:2000204	7.774835162900664	1.6794413315570172e-08
GO:0004844	3.487964560082823	0.00032511382670474836
GO:0019972	6.500131439052528	3.161320742902611e-07
GO:0140634	7.813743616742305	1.5355232026020484e-08
GO:0060917	7.628707127222426	2.3512178641798243e-08
GO:0140884	8.473805167236682	3.358882663114035e-09
GO:0034517	6.277905514827449	5.273445781089035e-07
GO:0110125	7.151585872502763	7.053653592539473e-08
GO:2001066	6.966394766183982	1.0804513931439305e-07
GO:0106273	6.667625193252795	2.1496849043929823e-07
GO:0047560	5.045093730691868	9.013765789098902e-06
GO:0072073	4.752489286630784	1.7681158338632278e-05
GO:1904359	7.394623921189058	4.0306591957368415e-08
GO:1903355	7.1727751715727015	6.717765326228069e-08
GO:0034017	4.3891370701576315	4.081905346579505e-05
GO:1900229	6.359861814929846	4.366547462048245e-07
GO:0090569	8.473805167236682	3.358882663114035e-09
GO:0072155	8.473805167236682	3.358882663114035e-09
GO:0075260	6.554727074860609	2.7878726103846487e-07
GO:0010441	7.297713908181001	5.038323994671052e-08
GO:0047661	3.001111166694541	0.0009974447144476914
GO:0000496	8.69878852600695	2.000835913229501e-09
GO:0034448	8.69878852600695	2.000835913229501e-09
GO:1901673	4.665189131809691	2.1617768819801926e-05
GO:0010189	5.813888967166832	1.535009377043114e-06
GO:0042517	8.473805167236682	3.358882663114035e-09
GO:0120120	6.667615581064067	2.149732483642868e-07
GO:0001522	2.5592161029722122	0.0027592045468549705
GO:0051159	8.473805167236682	3.358882663114035e-09
GO:0046156	3.4892643527198945	0.0003241422536384937
GO:0047664	8.69878852600695	2.000835913229501e-09
GO:2000162	8.1727751715727	6.71776532622807e-09
GO:0045841	4.284202574715102	5.1975350329026574e-05
GO:1901101	8.473805167236682	3.358882663114035e-09
GO:0016035	4.699216030394575	1.9988673289872168e-05
GO:0030274	5.130821619183796	7.399091207122694e-06
GO:0071708	8.473805167236682	3.358882663114035e-09
GO:0034362	5.366973521541917	4.295626159279231e-06
GO:0005336	8.415803608070267	3.838808006505121e-09
GO:0019386	4.735897243862044	1.8369729284570657e-05
GO:0097271	6.353231236030832	4.433725115310526e-07
GO:0071454	6.448499301971912	3.5604156229008767e-07
GO:0019966	5.945972094818679	1.1324731268878975e-06
GO:0031862	6.568454757511945	2.701128482859826e-07
GO:0000927	8.69878852600695	2.000835913229501e-09
GO:1990213	8.473805167236682	3.358882663114035e-09
GO:0001666	4.3026054504362605	4.981894765930736e-05
GO:0050004	7.494668543351025	3.2013374611672015e-08
GO:0080159	7.695653916853039	2.0153295978684208e-08
GO:0003748	8.473805167236682	3.358882663114035e-09
GO:1902138	7.695653916853039	2.0153295978684208e-08
GO:0043013	8.473805167236682	3.358882663114035e-09
GO:0030159	5.425555691963905	3.7535681732185434e-06
GO:0000370	8.69878852600695	2.000835913229501e-09
GO:0019415	8.473805167236682	3.358882663114035e-09
GO:2001102	8.473805167236682	3.358882663114035e-09
GO:0018919	8.473805167236682	3.358882663114035e-09
GO:0098632	5.052188774286577	8.867704767433147e-06
GO:0046832	6.391019796920233	4.064248022367982e-07
GO:0050172	7.494668543351025	3.2013374611672015e-08
GO:1900679	8.473805167236682	3.358882663114035e-09
GO:0098776	3.3267536871930328	0.00047124451986957285
GO:1990272	6.999818521670932	1.0004179566147504e-07
GO:0010690	8.473805167236682	3.358882663114035e-09
GO:0019858	6.570715180244739	2.6871061304912275e-07
GO:0015905	8.473805167236682	3.358882663114035e-09
GO:0035144	7.99668391251702	1.0076647989342104e-08
GO:0017198	6.757801823601883	1.746618984819298e-07
GO:1901445	8.473805167236682	3.358882663114035e-09
GO:0032682	5.393178680314877	4.044094726389298e-06
GO:0072298	6.616472670805414	2.418395517442105e-07
GO:0051283	4.290279094214961	5.125319055645705e-05
GO:0047652	5.4778962767874315	3.32739012370066e-06
GO:0018491	5.200753802319923	6.298631454846469e-06
GO:0061797	6.4021233357454195	3.9616551081944116e-07
GO:2000272	5.226322906559628	5.938504548385613e-06
GO:0106111	8.473805167236682	3.358882663114035e-09
GO:0052904	6.95060049900075	1.1204681114085205e-07
GO:0099046	3.037730024236024	0.0009167902284836602
GO:0022859	8.69878852600695	2.000835913229501e-09
GO:0035045	7.026647135894463	9.404871456719297e-08
GO:0032615	8.473805167236682	3.358882663114035e-09
GO:0016956	8.473805167236682	3.358882663114035e-09
GO:0021611	8.473805167236682	3.358882663114035e-09
GO:1905348	2.7928222152131075	0.001611305111458466
GO:0110154	4.028014210796628	9.375313289283894e-05
GO:0045667	4.634893139830684	2.3179649258149955e-05
GO:0102417	8.69878852600695	2.000835913229501e-09
GO:0031197	8.69878852600695	2.000835913229501e-09
GO:0097344	5.021176843798058	9.524082664139206e-06
GO:0032508	2.5621107507146546	0.0027408751241623573
GO:0031119	3.4395498106894298	0.00036345461632758037
GO:0036246	6.929737122886407	1.1756089320899122e-07
GO:0003287	8.473805167236682	3.358882663114035e-09
GO:1900053	6.6045734475057065	2.485573170704386e-07
GO:0014030	8.1727751715727	6.71776532622807e-09
GO:0007304	5.441186406385962	3.6208755108369294e-06
GO:0004990	5.584177541774777	2.60508835902481e-06
GO:0021908	8.473805167236682	3.358882663114035e-09
GO:0099578	6.41690031590021	3.8291262359499995e-07
GO:0051232	7.218532662133376	6.045988793605263e-08
GO:0090595	8.69878852600695	2.000835913229501e-09
GO:0051861	5.107501260948451	7.807261733421513e-06
GO:1901866	8.473805167236682	3.358882663114035e-09
GO:1901214	4.257217056161181	5.5307361930835695e-05
GO:0070966	4.607517828152488	2.4687787573888155e-05
GO:0016595	6.273906889375883	5.322223529190472e-07
GO:0003005	8.473805167236682	3.358882663114035e-09
GO:0005721	5.019778711461673	9.554793128191247e-06
GO:0061658	8.69878852600695	2.000835913229501e-09
GO:0030653	3.83802997795575	0.0001452011386437566
GO:0045300	4.668229280715795	2.1466968513039313e-05
GO:1902529	8.473805167236682	3.358882663114035e-09
GO:0048299	8.473805167236682	3.358882663114035e-09
GO:0051013	4.357496352581267	4.390395528956355e-05
GO:0035155	7.093593925525076	8.061318391473683e-08
GO:0050145	2.7553494133862957	0.00175650983819322
GO:0003676	0.9292705497035584	0.11768725961869803
GO:0071636	5.53378701222902	2.925586799572324e-06
GO:0047178	8.69878852600695	2.000835913229501e-09
GO:0032835	5.421111225311715	3.792178526655745e-06
GO:0006857	3.4733060155397406	0.00033627453781766157
GO:0035731	4.250174947921329	5.62114841462696e-05
GO:0008839	3.784434789370039	0.00016427263014796848
GO:0050205	8.39775853034297	4.001671826459002e-09
GO:1900261	7.99668391251702	1.0076647989342104e-08
GO:0001861	8.096728534678988	8.003343652918004e-09
GO:0032176	7.093584313336348	8.061496813660754e-08
GO:0090542	8.69878852600695	2.000835913229501e-09
GO:0005021	4.860254255495082	1.3795763621717409e-05
GO:0047633	8.69878852600695	2.000835913229501e-09
GO:1904525	8.473805167236682	3.358882663114035e-09
GO:0007362	6.218532662133376	6.045988793605263e-07
GO:1905755	6.424587144566501	3.761948582687719e-07
GO:0070192	4.376617294665787	4.2012904350230346e-05
GO:0045399	8.473805167236682	3.358882663114035e-09
GO:0015592	8.096728534678988	8.003343652918004e-09
GO:0047996	8.69878852600695	2.000835913229501e-09
GO:1903250	8.473805167236682	3.358882663114035e-09
GO:1905941	5.511435831566661	3.0800954020755697e-06
GO:0002107	7.87174517590872	1.343553065245614e-08
GO:0035762	8.473805167236682	3.358882663114035e-09
GO:0060974	5.835315910282045	1.461113958454605e-06
GO:0043528	6.333018237753817	4.6449576878711967e-07
GO:2000439	6.695653916853039	2.015329597868421e-07
GO:0017138	8.473805167236682	3.358882663114035e-09
GO:0036017	6.496081561947835	3.190938529958333e-07
GO:0004931	4.681588182483115	2.0816696841239726e-05
GO:0010611	5.1253055969528445	7.493667221407411e-06
GO:0097522	8.415803608070267	3.838808006505121e-09
GO:0010158	5.057830755860117	8.753248220075175e-06
GO:0023041	5.039395959649182	9.13280196100706e-06
GO:0038178	6.529322495086514	2.9558167435403504e-07
GO:0099103	5.863732424286834	1.3685717646489786e-06
GO:0036232	8.69878852600695	2.000835913229501e-09
GO:0006480	4.69666845473251	2.010627162140061e-05
GO:0019482	5.0932321641697955	8.068036156799912e-06
GO:0015908	4.008734763227013	9.800883722700441e-05
GO:0035807	6.266979291204833	5.407801087613596e-07
GO:0060395	4.947465889846838	1.1285845748063157e-05
GO:0086051	8.473805167236682	3.358882663114035e-09
GO:0048899	6.894021570619873	1.2763754119833332e-07
GO:0097638	6.009912178250775	9.774348549661842e-07
GO:1990811	6.424577532377772	3.762031846375019e-07
GO:0033395	8.473805167236682	3.358882663114035e-09
GO:0005245	4.0202064186999635	9.54538789124398e-05
GO:0075272	8.473805167236682	3.358882663114035e-09
GO:1990500	8.415803608070267	3.838808006505121e-09
GO:1990079	6.039236263202484	9.136160843670174e-07
GO:0140212	5.896313367399458	1.269657646657105e-06
GO:0018678	8.69878852600695	2.000835913229501e-09
GO:1902616	6.204292223018767	6.247521753392104e-07
GO:0032211	5.333926080835446	4.635258075097368e-06
GO:1901035	8.473805167236682	3.358882663114035e-09
GO:0000708	6.233255918954083	5.844455833818421e-07
GO:0061685	6.562067958850544	2.741145201124416e-07
GO:0045060	5.735817840903252	1.837308816723377e-06
GO:0102814	8.69878852600695	2.000835913229501e-09
GO:0062035	8.473805167236682	3.358882663114035e-09
GO:2000129	8.473805167236682	3.358882663114035e-09
GO:0016063	6.188247858228909	6.482643539810086e-07
GO:0042524	8.473805167236682	3.358882663114035e-09
GO:0047591	8.69878852600695	2.000835913229501e-09
GO:0050332	6.735000698661395	1.8407690401711407e-07
GO:0090597	6.340266258866465	4.568080421835087e-07
GO:0061977	8.473805167236682	3.358882663114035e-09
GO:1904873	8.473805167236682	3.358882663114035e-09
GO:1901801	8.473805167236682	3.358882663114035e-09
GO:1901715	7.570715180244739	2.687106130491228e-08
GO:0045726	6.119696728089282	7.591074818637718e-07
GO:0031868	8.69878852600695	2.000835913229501e-09
GO:0006742	6.108317182345783	7.79260777842456e-07
GO:1901941	8.473805167236682	3.358882663114035e-09
GO:0045604	4.981044778209845	1.0446125082284648e-05
GO:1904810	6.882740560210183	1.3099642386144735e-07
GO:0007104	8.473805167236682	3.358882663114035e-09
GO:0035277	6.0408358763622765	9.102572017039034e-07
GO:0019921	8.473805167236682	3.358882663114035e-09
GO:0042102	4.738286108421511	1.8268962804677234e-05
GO:0034337	6.197343363063439	6.348288233285525e-07
GO:1902501	6.329443777395519	4.683345767936248e-07
GO:1905791	8.473805167236682	3.358882663114035e-09
GO:0060729	5.696378344847371	2.011970715205307e-06
GO:0061368	6.432412482078457	3.6947709294254384e-07
GO:0071492	5.634956076499427	2.317629037548684e-06
GO:2001041	8.473805167236682	3.358882663114035e-09
GO:0097615	8.473805167236682	3.358882663114035e-09
GO:0034322	8.69878852600695	2.000835913229501e-09
GO:0060626	8.69878852600695	2.000835913229501e-09
GO:0016630	5.066230011474278	8.585586903667789e-06
GO:0007080	4.990645957519703	1.0217721061192894e-05
GO:0005356	6.422326721833707	3.781579876003757e-07
GO:0004906	6.725660672407252	1.8807857584357308e-07
GO:0018820	7.300848517334913	5.002089783073752e-08
GO:0061063	6.424587144566501	3.761948582687719e-07
GO:0061939	6.420726723753263	3.795537409318859e-07
GO:0097293	4.3591274762258045	4.373937003907096e-05
GO:0098810	5.102183240060661	7.903450906307323e-06
GO:2000728	7.394623921189058	4.0306591957368415e-08
GO:0043117	5.643858471295046	2.2706046802650874e-06
GO:0003896	3.4986907641479514	0.00031718251314470663
GO:0010297	7.221667271287288	6.002507739688503e-08
GO:1901215	4.4114488491512445	3.877494146298842e-05
GO:0102772	8.69878852600695	2.000835913229501e-09
GO:0047507	6.661362028066327	2.180911145420156e-07
GO:0018999	8.69878852600695	2.000835913229501e-09
GO:0043838	8.096728534678988	8.003343652918004e-09
GO:0102631	8.69878852600695	2.000835913229501e-09
GO:0034647	5.109285729743187	7.77524835880984e-06
GO:0050748	5.97137804725225	1.068124686870263e-06
GO:1901632	5.581154133359382	2.623287359892061e-06
GO:1990934	8.415803608070267	3.838808006505121e-09
GO:1901684	7.11207733121909	7.72543012516228e-08
GO:0120069	8.1727751715727	6.71776532622807e-09
GO:0102025	4.7917535735235335	1.6152748327501762e-05
GO:0034914	8.69878852600695	2.000835913229501e-09
GO:0019500	5.54438624152239	2.8550502636469296e-06
GO:0102647	8.69878852600695	2.000835913229501e-09
GO:0009344	6.897289668192379	1.26680664214669e-07
GO:0070734	4.992936243549515	1.016397893858307e-05
GO:0043544	8.39775853034297	4.001671826459002e-09
GO:1905131	7.619607279959325	2.401003095875401e-08
GO:0010709	7.570715180244739	2.687106130491228e-08
GO:0110134	6.216126592367498	6.079577620236403e-07
GO:0042828	8.473805167236682	3.358882663114035e-09
GO:0071811	8.473805167236682	3.358882663114035e-09
GO:0044690	8.473805167236682	3.358882663114035e-09
GO:0007603	5.7528194230829435	1.7667722807979823e-06
GO:0018669	5.516944938062178	3.0412705881088412e-06
GO:0047240	8.69878852600695	2.000835913229501e-09
GO:0052817	7.017547288631364	9.604012383501604e-08
GO:0060344	8.473805167236682	3.358882663114035e-09
GO:0070707	8.473805167236682	3.358882663114035e-09
GO:0043963	8.473805167236682	3.358882663114035e-09
GO:0045801	8.473805167236682	3.358882663114035e-09
GO:0060895	8.473805167236682	3.358882663114035e-09
GO:1904911	6.766234991138746	1.7130301581881578e-07
GO:1901510	8.473805167236682	3.358882663114035e-09
GO:1904928	6.999818521670932	1.0004179566147504e-07
GO:0052316	8.473805167236682	3.358882663114035e-09
GO:0090555	6.335176546114806	4.621930959560147e-07
GO:0099535	8.415803608070267	3.838808006505121e-09
GO:0106255	7.8536904859926935	1.4005851392606506e-08
GO:0097712	6.510017339891127	3.090172050064912e-07
GO:0033038	5.728906882260451	1.8667799070431243e-06
GO:0071402	5.397893405753905	4.0004292517688156e-06
GO:0106101	6.695653916853039	2.015329597868421e-07
GO:0018176	8.473805167236682	3.358882663114035e-09
GO:0099015	7.5195626577973576	3.0229943968026315e-08
GO:0003984	3.409134924580423	0.00038982086013859043
GO:0034388	5.534990015789475	2.917494084943892e-06
GO:0035101	4.444203087840208	3.595811459693347e-05
GO:0005962	6.044735745798531	9.021198815287035e-07
GO:0072548	7.9206372756233066	1.2005015479377005e-08
GO:0015196	6.318577284295344	4.802006191750802e-07
GO:0071100	8.415803608070267	3.838808006505121e-09
GO:0002642	8.415803608070267	3.838808006505121e-09
GO:0015033	8.415803608070267	3.838808006505121e-09
GO:0110058	8.473805167236682	3.358882663114035e-09
GO:1903167	6.766234991138746	1.7130301581881578e-07
GO:1903400	8.473805167236682	3.358882663114035e-09
GO:0014847	8.473805167236682	3.358882663114035e-09
GO:0090613	5.7312405497880885	1.8567757274769768e-06
GO:1900541	7.432412482078457	3.694770929425438e-08
GO:0046710	3.3300317956191874	0.00046770089865998755
GO:0031745	8.69878852600695	2.000835913229501e-09
GO:0043799	5.07388792380246	8.435524210175576e-06
GO:0052301	8.69878852600695	2.000835913229501e-09
GO:0070673	6.2510886960890995	5.609334047400438e-07
GO:0032327	8.473805167236682	3.358882663114035e-09
GO:0060536	5.537794371521473	2.898715738267412e-06
GO:0051094	3.4237542534376484	0.0003769170180413414
GO:0019001	2.030568343852615	0.009320337869395751
GO:0071251	8.473805167236682	3.358882663114035e-09
GO:1902298	4.995960690897924	1.0093442402657675e-05
GO:0032695	5.547462720611027	2.8348969676682453e-06
GO:0009876	8.473805167236682	3.358882663114035e-09
GO:0010360	6.192771799988955	6.415465886547806e-07
GO:0150050	7.716833603734248	1.9194040032525604e-08
GO:0150045	7.1727751715727015	6.717765326228069e-08
GO:0002742	8.473805167236682	3.358882663114035e-09
GO:0048926	8.473805167236682	3.358882663114035e-09
GO:0018967	8.473805167236682	3.358882663114035e-09
GO:0008672	5.046058829937703	8.993757429966607e-06
GO:0008966	3.6090387997373194	0.0002460147805470465
GO:0051908	5.303811806452386	4.968075572548851e-06
GO:0060383	6.725617140230482	1.8809742913438595e-07
GO:1900366	7.297713908181001	5.038323994671052e-08
GO:2000593	8.473805167236682	3.358882663114035e-09
GO:0030641	4.403989124664688	3.944671799561122e-05
GO:1990033	7.239712349014586	5.758212009757682e-08
GO:0075310	8.473805167236682	3.358882663114035e-09
GO:0099550	5.738206267538502	1.8272321687340348e-06
GO:0090261	6.534285914618064	2.9222279169092103e-07
GO:0021975	8.473805167236682	3.358882663114035e-09
GO:0006805	3.519118939077917	0.00030260845688526963
GO:0036402	4.066007405318526	8.589988742676894e-05
GO:0103092	8.69878852600695	2.000835913229501e-09
GO:0070437	8.415803608070267	3.838808006505121e-09
GO:2001214	5.793469653822119	1.6089047956316226e-06
GO:1990830	4.71899831188226	1.90986068224664e-05
GO:0097195	6.465204995474765	3.4260603163763155e-07
GO:0031050	8.473805167236682	3.358882663114035e-09
GO:0009791	3.8335225375400017	0.00014671599472482105
GO:0032312	8.473805167236682	3.358882663114035e-09
GO:1900315	8.473805167236682	3.358882663114035e-09
GO:2000118	6.139351416085752	7.255186552326315e-07
GO:0042151	4.700468924277954	1.993109116977459e-05
GO:0004509	6.859939435269695	1.3805767801283557e-07
GO:0070021	6.295229676864417	5.06722656858676e-07
GO:0097500	6.129412893551572	7.423130685482017e-07
GO:0005612	8.415803608070267	3.838808006505121e-09
GO:0102298	8.69878852600695	2.000835913229501e-09
GO:0048069	5.960587567168743	1.0949957481751752e-06
GO:0071361	5.799863168602595	1.5853926169898243e-06
GO:0061750	6.48927351146432	3.241354179431791e-07
GO:0006873	2.9762148984181813	0.0010562947021307753
GO:0038161	6.456771827937902	3.493237969638596e-07
GO:0000215	5.307676912304148	4.924057182457802e-06
GO:0035238	7.269685184580758	5.374212260982456e-08
GO:1904510	7.774835162900664	1.6794413315570172e-08
GO:0035006	5.014563502358601	9.670223187105306e-06
GO:0071822	8.473805167236682	3.358882663114035e-09
GO:0021945	8.473805167236682	3.358882663114035e-09
GO:0062204	8.221667271287288	6.0025077396885024e-09
GO:0071024	7.938682353350605	1.1516424019515364e-08
GO:0106424	8.415803608070267	3.838808006505121e-09
GO:1903486	7.432412482078457	3.694770929425438e-08
GO:2001097	8.473805167236682	3.358882663114035e-09
GO:0047175	8.69878852600695	2.000835913229501e-09
GO:0140808	6.264219621972751	5.442273683984243e-07
GO:1903057	8.473805167236682	3.358882663114035e-09
GO:1905665	6.055503875916937	8.800272577358771e-07
GO:0048707	8.473805167236682	3.358882663114035e-09
GO:0061006	6.733442477742439	1.8473854647127192e-07
GO:0120133	7.99668391251702	1.0076647989342104e-08
GO:0033335	6.882740560210183	1.3099642386144735e-07
GO:0014035	8.473805167236682	3.358882663114035e-09
GO:0033359	8.1727751715727	6.71776532622807e-09
GO:0008862	8.473805167236682	3.358882663114035e-09
GO:0048269	6.01960426097453	9.55863193619775e-07
GO:0047363	8.69878852600695	2.000835913229501e-09
GO:1990121	8.415803608070267	3.838808006505121e-09
GO:1904281	7.774835162900664	1.6794413315570172e-08
GO:0046600	5.0946810211662905	8.041165095494999e-06
GO:0043570	3.4892193518409735	0.00032417584246512485
GO:0042616	8.473805167236682	3.358882663114035e-09
GO:1902435	6.432412482078457	3.6947709294254384e-07
GO:0006499	4.674395687621556	2.1164319660281534e-05
GO:0006850	4.561370533861108	2.745550688829412e-05
GO:0036439	8.473805167236682	3.358882663114035e-09
GO:0150016	8.415803608070267	3.838808006505121e-09
GO:0046103	5.253697079196628	5.575745220769297e-06
GO:0060245	3.6690253331773905	0.00021427656061069673
GO:0004800	5.074919257656648	8.415515851043281e-06
GO:0033612	5.260246177220839	5.49229458181498e-06
GO:0034500	8.69878852600695	2.000835913229501e-09
GO:2000949	8.473805167236682	3.358882663114035e-09
GO:0021985	6.3768951542286265	4.1986033288925435e-07
GO:0030012	8.473805167236682	3.358882663114035e-09
GO:0060867	8.473805167236682	3.358882663114035e-09
GO:0061641	8.473805167236682	3.358882663114035e-09
GO:0015942	3.4737183170250336	0.00033595544396466574
GO:0060379	5.705167065989068	1.9716641232479385e-06
GO:1990606	8.39775853034297	4.001671826459002e-09
GO:0061917	7.813743616742305	1.5355232026020484e-08
GO:0098653	6.420726723753263	3.795537409318859e-07
GO:1904048	6.478169972639133	3.3252938364828944e-07
GO:0030757	8.69878852600695	2.000835913229501e-09
GO:0150151	7.570715180244739	2.687106130491228e-08
